,name,houseID,houseZip,rentAmount,paymentDate_clean,dob_clean,paymentAmount_clean
33201,Marica Burkey,1581,92170,932.0,2011-02-01,1975-11-06,932.0
33202,Veronique Hogans,2375,92182,1596.0,2011-02-01,1996-03-15,1596.0
33203,Ludie Bleau,1477,92187,1752.0,2011-02-01,2000-01-01,1752.0
33204,Nathalie Tworek,1763,92102,1183.0,2011-02-01,2000-01-01,1183.0
33205,Leoma Enz,1390,92184,1841.0,2011-02-01,2000-01-01,1841.0
33206,Tricia Kennan,2325,92101,1658.0,2011-02-01,2000-01-01,1658.0
33207,Marleen Avera,1604,92115,1810.0,2011-02-01,1980-04-09,
33208,Forrest Sunderman,791,92154,1259.0,2011-02-01,,1259.0
33209,Joan Mackay,1117,92191,1886.0,2011-02-01,,1886.0
33210,Eleonore Mccranie,651,92114,1246.0,2011-02-01,2000-01-01,1246.0
33211,Johana Ozment,1128,92129,1480.0,2011-02-01,2013-03-02,1480.0
33212,Eldon Wilbourn,645,92170,1727.0,2011-02-01,2000-01-01,1727.0
33213,Abbey Kluth,2,92198,1619.0,2011-02-01,2000-01-01,2023.0
33214,Tamra Trisler,2213,92172,1658.0,2011-02-01,2000-01-01,1658.0
33215,Karin Deblasio,1193,92147,2162.0,2011-02-01,,2162.0
33216,Gregg Millsap,884,92107,1681.0,2011-02-01,2000-01-01,1681.0
33217,Margurite Talley,1573,92170,1501.0,2011-02-01,2000-01-01,1501.0
33218,Tula Dooling,2336,92109,1703.0,2011-02-01,2000-01-01,1703.0
33219,Tangela Warfield,2219,92124,1032.0,2011-02-01,1969-11-11,1032.0
33220,Olevia Koss,1837,92164,1243.0,2011-02-01,,1243.0
33221,Karen Swilley,1190,92129,1066.0,2011-02-01,1979-09-05,1066.0
33222,Stormy Eggert,2182,92127,1914.0,2011-02-01,2000-01-01,1914.0
33223,Nana Rousey,1750,92129,1600.0,2011-02-01,1964-08-26,1600.0
33224,Jame Metzer,1022,92109,1292.0,2011-02-01,2000-01-01,1292.0
33225,Mercedez Purdie,1667,92187,1206.0,2011-02-01,2000-01-01,1206.0
33226,Corine Modzelewski,448,92103,1928.0,2011-02-01,2000-01-01,1928.0
33227,Fransisca Cuffie,801,92115,1109.0,2011-02-01,1990-07-04,1109.0
33228,Jeffie Helzer,1084,92152,1904.0,2011-02-01,2000-01-01,1904.0
33229,Nickole Compton,1789,92166,1661.0,2011-02-01,2000-10-06,1661.0
33230,Verena Rini,2364,92129,2011.0,2011-02-01,,-301.65
33231,Jettie Debord,1112,92114,2025.0,2011-02-01,,2025.0
33232,Margarett Mcduffee,1566,92192,1548.0,2011-02-01,2010-06-01,1548.0
33233,Georgianne Edlund,836,92171,1698.0,2011-02-01,2000-01-01,1698.0
33234,Maribel Rosenburg,1578,92122,1460.0,2011-02-01,2000-01-01,1460.0
33235,Alita Villasenor,56,92175,1135.0,2011-02-01,2000-01-01,1135.0
33236,Lakenya Ballantine,1308,92142,1393.0,2011-02-01,1997-11-07,1393.0
33237,Mathilda Betterton,1639,92174,1323.0,2011-02-01,2000-01-01,1323.0
33238,Elenora Paez,648,92186,1735.0,2011-02-01,1970-04-12,1735.0
33239,Rodger You,1957,92164,1401.0,2011-02-01,2000-01-01,1401.0
33240,Spring Ponce,2166,92110,1034.0,2011-02-01,2000-01-01,1034.0
33241,Shawnee Retherford,2102,92147,2042.0,2011-02-01,,2042.0
33242,Bruna Spada,251,92116,1285.0,2011-02-01,2006-05-06,1285.0
33243,Gita Ricca,857,92169,854.0,2011-02-01,,-128.1
33244,Pamila Macky,1858,92198,1861.0,2011-02-01,2000-01-01,1861.0
33245,Cecily Straka,346,92177,2031.0,2011-02-01,2056-05-07,2031.0
33246,Marilu Krell,1592,92147,1440.0,2011-02-01,2000-01-01,1440.0
33247,Cortez Cangelosi,453,92133,1135.0,2011-02-01,2000-01-01,1135.0
33248,Arthur Finnie,153,92195,1206.0,2011-02-01,2000-01-01,1206.0
33249,Les Allin,1403,92121,1829.0,2011-02-01,1992-12-04,1829.0
33250,Charleen Bost,369,92116,615.0,2011-02-01,2000-01-01,615.0
33251,Vallie Canton,2356,92132,1394.0,2011-02-01,2000-01-01,1394.0
33252,Katherina Audia,1211,92139,1146.0,2011-02-01,2000-01-01,1146.0
33253,Terrilyn Giles,2253,92196,1913.0,2011-02-01,2063-02-03,1913.0
33254,Adaline Santos,8,92127,1446.0,2011-02-01,,1446.0
33255,Ivette Orbison,994,92172,1715.0,2011-02-01,1977-01-03,1715.0
33256,Linsey Stotler,1425,92153,1821.0,2011-02-01,2001-12-04,1821.0
33257,India Linehan,972,92122,1004.0,2011-02-01,2063-03-06,1004.0
33258,Lin Grosz,1422,92115,1982.0,2011-02-01,2000-01-01,1982.0
33259,Marisol Mcpartland,1598,92198,1621.0,2011-02-01,2000-01-01,1621.0
33260,Natalya Favors,1761,92114,609.0,2011-02-01,,609.0
33261,Jasper Vanleer,1062,92119,1591.0,2011-02-01,2000-01-01,1591.0
33262,Blair Lukach,215,92166,751.0,2011-02-01,1900-01-01,751.0
33263,Elizabeth Barbee,660,92171,1699.0,2011-02-01,1970-11-09,1699.0
33264,Agustina Spargo,21,92111,2289.0,2011-02-01,2000-01-01,2861.0
33265,Kary Wein,1206,92115,1864.0,2011-02-01,1942-12-04,1864.0
33266,Evalyn Trabert,745,92138,1695.0,2011-02-01,2000-01-01,1695.0
33267,Sam Ransdell,2040,92122,1438.0,2011-02-01,,1438.0
33268,Dawn Nicely,520,92169,1835.0,2011-02-01,2000-01-01,1835.0
33269,Brooke Novello,249,92179,1659.0,2011-02-01,2000-01-01,1659.0
33270,Vina Sheedy,2381,92122,2092.0,2011-02-01,1979-10-04,2092.0
33271,Collin Godby,443,92107,1625.0,2011-02-01,2000-01-01,1625.0
33272,Cindy Poovey,403,92105,1391.0,2011-02-01,1900-01-01,1391.0
33273,Harriette Ditch,915,92139,1235.0,2011-02-01,1978-01-02,1235.0
33274,Giovanni Pinney,854,92123,1427.0,2011-02-01,2064-01-08,1427.0
33275,Tamica Chiu,2207,92163,1660.0,2011-02-01,2000-01-01,1660.0
33276,Franklin Scrivens,800,92195,1667.0,2011-02-01,,1667.0
33277,Wayne Dials,2413,92130,1875.0,2011-02-01,2000-01-01,1875.0
33278,Rufus Puryear,2009,92142,1833.0,2011-02-01,2000-01-01,1833.0
33279,Ismael Egli,988,92113,1022.0,2011-02-01,2065-12-12,1022.0
33280,Alla Vaillancourt,57,92162,1429.0,2011-02-01,1988-08-07,1429.0
33281,Vivienne Raphael,2395,92139,1531.0,2011-02-01,,1531.0
33282,Chun Spiess,397,92126,1495.0,2011-02-01,2054-08-08,1495.0
33283,Herschel Albert,935,92140,1491.0,2011-02-01,1991-11-02,1491.0
33284,Burton Hyden,268,92132,779.0,2011-02-01,,779.0
33285,Titus Zorn,2285,92130,1677.0,2011-02-01,1972-07-06,1677.0
33286,Nida Gardella,1795,92132,1083.0,2011-02-01,2000-01-01,1083.0
33287,Russell Feenstra,2014,92171,2320.0,2011-02-01,2000-01-01,2320.0
33288,Mellisa Bolanos,1660,92163,1330.0,2011-02-01,2000-01-01,1330.0
33289,Ardath Armand,126,92139,1265.0,2011-02-02,2000-01-01,1265.0
33290,Mirella Cardinal,1713,92194,1564.0,2011-02-02,2000-01-01,1564.0
33291,Gale Demos,814,92107,1969.0,2011-02-02,2000-01-01,1969.0
33292,Myrtice Cureton,1742,92165,1407.0,2011-02-02,1988-06-07,1407.0
33293,Jeana Pace,1076,92191,1429.0,2011-02-02,1969-04-05,1429.0
33294,Eden Tibbals,622,92134,1672.0,2011-02-02,,1672.0
33295,Samuel Behrens,2041,92179,1810.0,2011-02-02,2000-01-01,1810.0
33296,Nereida Dycus,1774,92109,1554.0,2011-02-02,,1554.0
33297,Ha Cornelius,898,92145,959.0,2011-02-02,,959.0
33298,Malcolm Casali,1540,92101,885.0,2011-02-02,1980-08-12,885.0
33299,Ligia Cash,1415,92101,2021.0,2011-02-02,,2021.0
33300,Kary Wein,1206,92115,1864.0,2011-02-02,1942-12-04,1864.0
33301,Zola Howley,2473,92137,1497.0,2011-02-02,1984-02-04,1497.0
33302,Tyson High,2349,92158,2182.0,2011-02-02,,2182.0
33303,Xiomara Mcnabb,2441,92177,1227.0,2011-02-02,,1227.0
33304,Bertha Dearman,200,92122,1107.0,2011-02-02,2000-01-01,1107.0
33305,Merri Trees,1677,92135,1456.0,2011-02-02,,1456.0
33306,Tenisha Merriam,2236,92149,1879.0,2011-02-02,2000-01-01,1879.0
33307,Emmett Livermore,701,92170,1502.0,2011-02-02,1987-11-08,1502.0
33308,Malcolm Bankhead,1539,92126,1083.0,2011-02-02,1978-12-01,1083.0
33309,Elliott Fong,665,92145,1662.0,2011-02-02,2000-01-01,1662.0
33310,Edward Pella,631,92109,1178.0,2011-02-02,2000-01-01,1472.0
33311,Rosaline Ohlson,1976,92196,1515.0,2011-02-02,,1515.0
33312,Javier Fiore,1063,92160,1666.0,2011-02-02,,1666.0
33313,Marlon Desouza,1608,92106,1370.0,2011-02-02,,1370.0
33314,Sandee Vance,2043,92167,1340.0,2011-02-02,,1340.0
33315,Darron Spagnuolo,513,92119,1843.0,2011-02-02,2000-01-01,1843.0
33316,Delmar Facey,541,92161,1587.0,2011-02-02,2000-01-01,1587.0
33317,Augustine Oliveros,162,92120,1505.0,2011-02-02,1993-05-11,1505.0
33318,Waneta Zaremba,2405,92149,1588.0,2011-02-02,,1588.0
33319,Karole Carignan,1198,92138,894.0,2011-02-02,2000-01-01,894.0
33320,Leo Moorhouse,1392,92147,1132.0,2011-02-02,2000-01-01,1132.0
33321,Laila Blount,1306,92110,1628.0,2011-02-02,1992-06-03,1628.0
33322,Ida Mawson,966,92194,975.0,2011-02-02,,975.0
33323,Jene Aguiar,1087,92135,1051.0,2011-02-02,2000-01-01,-157.65
33324,Cameron Danziger,278,92132,1193.0,2011-02-02,2068-12-08,1193.0
33325,Alba Resnick,31,92104,666.0,2011-02-02,1983-09-07,666.0
33326,Nubia Schebler,1821,92104,1690.0,2011-02-02,,1690.0
33327,Colette Swaney,439,92155,1574.0,2011-02-02,,1574.0
33328,Barry Heatley,179,92177,1718.0,2011-02-02,2000-01-01,1718.0
33329,Eufemia Oller,732,92163,1597.0,2011-02-02,2000-01-01,1597.0
33330,Glady Bonanno,866,92113,1661.0,2011-02-02,2000-01-01,1661.0
33331,Leonard Janney,1394,92129,1859.0,2011-02-02,2000-01-01,1859.0
33332,Kary Bechard,1204,92136,1621.0,2011-02-02,1900-01-01,
33333,Rudolph Fredrickson,2007,92177,2154.0,2011-02-02,,2692.0
33334,Pamila Macky,1858,92198,1861.0,2011-02-02,2000-01-01,1861.0
33335,Joan Mackay,1117,92191,1886.0,2011-02-02,,1886.0
33336,Nga Drumm,1779,92117,1542.0,2011-02-02,,1542.0
33337,Kesha Cesar,1246,92159,1063.0,2011-02-02,2000-01-01,1063.0
33338,Eugenia Jaffe,735,92129,1630.0,2011-02-02,2000-01-01,1630.0
33339,Alica Lomax,50,92130,1335.0,2011-02-02,,1335.0
33340,Emma Dunkel,698,92128,1502.0,2011-02-02,2000-01-01,1502.0
33341,Kaycee Wilkin,1220,92136,1133.0,2011-02-02,1900-01-01,1133.0
33342,Shanon Shrewsbury,2081,92158,734.0,2011-02-02,2000-01-01,734.0
33343,Emil Oler,697,92106,1205.0,2011-02-02,,1205.0
33344,Evalyn Ipock,744,92193,1455.0,2011-02-02,2000-01-01,1455.0
33345,Tresa Herandez,2322,92135,1815.0,2011-02-02,,1815.0
33346,Britni Pagel,248,92187,1481.0,2011-02-02,2000-01-01,1481.0
33347,Katelynn Genao,1210,92187,1440.0,2011-02-02,1988-04-10,
33348,Odelia Dugan,1830,92190,1290.0,2011-02-02,,1290.0
33349,Aimee Macke,28,92147,1318.0,2011-02-02,,1318.0
33350,Ethelene Monaco,724,92109,1086.0,2011-02-02,2000-01-01,1086.0
33351,Ta Hepler,2198,92114,1888.0,2011-02-02,,1888.0
33352,Suellen Sigmon,2185,92184,1704.0,2011-02-02,2000-01-01,1704.0
33353,Luisa Geibel,1484,92130,1132.0,2011-02-02,,1132.0
33354,Angelic Fillmore,94,92147,947.0,2011-02-02,2000-01-01,-142.05
33355,Rudy Stirling,2008,92136,1362.0,2011-02-02,2005-04-02,1362.0
33356,Emile Farney,687,92126,2037.0,2011-02-02,2000-01-01,2037.0
33357,Romaine Gehring,1960,92112,1319.0,2011-02-02,2000-01-01,1319.0
33358,Michelina Granderson,1688,92115,1483.0,2011-02-02,2000-01-01,1483.0
33359,Tressie Carruth,2324,92129,956.0,2011-02-02,1988-09-09,956.0
33360,Mariela Whitelaw,1582,92131,1365.0,2011-02-02,,1365.0
33361,Cristopher Skerrett,459,92195,1448.0,2011-02-02,2000-01-01,1448.0
33362,Shawn Laraway,2104,92115,1140.0,2011-02-02,2000-01-01,1140.0
33363,Nisha Froehlich,1802,92163,1347.0,2011-02-02,1975-07-01,1347.0
33364,Florrie Scranton,788,92166,1125.0,2011-02-02,2067-11-12,1125.0
33365,Claude Nusbaum,414,92101,1226.0,2011-02-02,,1226.0
33366,Nichole Nethery,1786,92123,1220.0,2011-02-02,2000-01-01,1525.0
33367,Lettie Houchins,1410,92155,1133.0,2011-02-02,2000-01-01,1133.0
33368,Zona Thorton,2475,92124,1661.0,2011-02-02,2000-01-01,1661.0
33369,Salvatore Brannon,2034,92109,1179.0,2011-02-02,2000-01-01,1179.0
33370,Debroah Morlan,534,92122,1776.0,2011-02-02,2000-01-01,1776.0
33371,Gemma Amado,823,92152,1905.0,2011-02-02,2000-01-01,1905.0
33372,Reuben Mateer,1940,92109,2152.0,2011-02-02,,2152.0
33373,Mitchell Tafolla,1719,92158,1061.0,2011-02-02,2000-01-01,1061.0
33374,Tyesha Savell,2338,92129,1845.0,2011-02-02,1983-07-01,1845.0
33375,Deneen Volkert,557,92121,1260.0,2011-02-02,2000-01-01,1260.0
33376,Danna Weatherby,489,92197,1523.0,2011-02-02,1982-11-07,1523.0
33377,Olin Charleston,1839,92172,1543.0,2011-02-02,,1543.0
33378,Tony Manske,2303,92194,782.0,2011-02-02,2000-01-01,782.0
33379,Delpha Stamand,548,92111,1685.0,2011-02-02,,1685.0
33380,Reanna Chouinard,1923,92153,1218.0,2011-02-02,2000-01-01,1218.0
33381,Jacinto Ellsworth,1000,92168,1598.0,2011-02-02,2000-01-01,1598.0
33382,Lawerence Schaible,1357,92111,1860.0,2011-02-02,2068-06-11,1860.0
33383,Tyisha Lauritsen,2340,92104,1467.0,2011-02-02,,1467.0
33384,Vergie Lehto,2366,92193,1945.0,2011-02-02,1996-11-08,1945.0
33385,Cinda Minor,402,92122,1361.0,2011-02-02,2000-01-01,1361.0
33386,Roni Sasso,1966,92168,1537.0,2011-02-02,,1537.0
33387,Emil Mccarron,696,92194,1142.0,2011-02-02,,1142.0
33388,Elyse Shaddix,682,92134,1897.0,2011-02-02,,1897.0
33389,Chi Demery,389,92192,1622.0,2011-02-02,,1622.0
33390,Luanna Buchwald,1468,92191,1267.0,2011-02-02,1977-01-05,1267.0
33391,Sherice Fabre,2117,92117,1245.0,2011-02-02,2000-01-01,1556.0
33392,Germaine Ritzer,839,92158,1428.0,2011-02-02,,1428.0
33393,Rona Eskew,1963,92182,1358.0,2011-02-02,2000-01-01,1358.0
33394,Chara Mahlum,363,92140,1536.0,2011-02-02,2000-01-01,1536.0
33395,Earlean Cichon,619,92104,1056.0,2011-02-02,2000-01-01,1056.0
33396,Sheri Lanni,2120,92193,897.0,2011-02-02,2000-01-01,897.0
33397,Margo Zoeller,1572,92104,1716.0,2011-02-02,2000-01-01,1716.0
33398,Macy Lenderman,1510,92167,1517.0,2011-02-02,,1517.0
33399,Carmine Tappan,316,92155,1342.0,2011-02-02,2000-01-01,1342.0
33400,Armanda Primus,146,92111,1384.0,2011-02-02,,1384.0
33401,Vincent Darcangelo,2382,92165,1583.0,2011-02-02,1966-03-19,1583.0
33402,Oda Poirer,1829,92197,1352.0,2011-02-02,2000-01-01,1352.0
33403,Rina Ennals,1948,92124,1341.0,2011-02-02,,1676.0
33404,Emilio Niehaus,694,92198,1887.0,2011-02-02,2000-01-01,2358.0
33405,Consuela Gasca,444,92142,1137.0,2011-02-02,1985-10-01,1137.0
33406,Marleen Thibodeaux,1605,92147,1514.0,2011-02-02,1995-09-04,1514.0
33407,Alice Summerford,51,92192,1429.0,2011-02-02,1971-07-02,1429.0
33408,Arnette Finnell,152,92160,1802.0,2011-02-03,2040-12-11,1802.0
33409,Jeanice Mote,1079,92184,1550.0,2011-02-03,2000-01-01,1550.0
33410,Malcolm Bankhead,1539,92126,1083.0,2011-02-03,1978-12-01,1083.0
33411,Jesus Bedoya,1111,92198,1238.0,2011-02-03,2000-01-01,1238.0
33412,Charley Ding,371,92177,1153.0,2011-02-03,2000-01-01,1153.0
33413,Trenton Gunning,2321,92121,2176.0,2011-02-03,2000-01-01,2176.0
33414,Carolina Keppel,320,92172,1440.0,2011-02-03,2003-07-09,1440.0
33415,Delpha Stamand,548,92111,1685.0,2011-02-03,,1685.0
33416,Sean Sharman,2058,92153,1321.0,2011-02-03,2000-01-01,1321.0
33417,Katelynn Genao,1210,92187,1440.0,2011-02-03,1988-04-10,1440.0
33418,Billye Ashford,212,92192,1516.0,2011-02-03,,1516.0
33419,Alisa Carpenter,55,92117,1404.0,2011-02-03,,1404.0
33420,Assunta Stoval,158,92186,980.0,2011-02-03,,980.0
33421,Zona Thorton,2475,92124,1661.0,2011-02-03,2000-01-01,1661.0
33422,Rupert Hutchings,2011,92177,1405.0,2011-02-03,,1405.0
33423,Tomas Layton,2288,92165,1600.0,2011-02-03,2000-01-01,1600.0
33424,Miesha Trosclair,1693,92149,1047.0,2011-02-03,1973-03-08,1047.0
33425,Callie Colvard,274,92192,1836.0,2011-02-03,2000-01-01,1836.0
33426,Armando Bilger,149,92121,1616.0,2011-02-03,2000-01-01,1616.0
33427,Kerstin Hypolite,1245,92110,1082.0,2011-02-03,2000-01-01,1082.0
33428,Irina Situ,979,92197,2158.0,2011-02-03,2062-08-10,2158.0
33429,Salley Oriley,2033,92199,1553.0,2011-02-03,2000-01-01,1553.0
33430,Lesa Bever,1402,92170,1670.0,2011-02-03,2057-09-12,1670.0
33431,Edith Couto,624,92175,1283.0,2011-02-03,,1283.0
33432,Devin Roden,573,92145,1352.0,2011-02-03,1900-01-01,1352.0
33433,Ruthe Aleman,2017,92133,675.0,2011-02-03,1979-04-07,675.0
33434,Harriette Hackett,919,92130,1790.0,2011-02-03,2000-01-01,2058.0
33435,Bethel Kelson,203,92114,1206.0,2011-02-03,2000-01-01,1206.0
33436,Jess Arter,1107,92137,1307.0,2011-02-03,2000-01-01,1307.0
33437,Thomas Baumeister,2266,92108,1580.0,2011-02-03,,1580.0
33438,Paulette Currence,1867,92176,1492.0,2011-02-03,2000-01-01,1492.0
33439,Earline Helmick,620,92170,1204.0,2011-02-03,,1204.0
33440,Alona Cookingham,65,92145,1301.0,2011-02-03,2000-01-01,1496.0
33441,Bruce Johns,250,92133,1436.0,2011-02-03,,1436.0
33442,Tawanna Porath,2229,92113,1646.0,2011-02-03,2000-01-01,1646.0
33443,Harriette Gulotta,916,92112,1886.0,2011-02-03,,1886.0
33444,Saran Spear,2055,92192,1326.0,2011-02-03,2000-01-01,1326.0
33445,Danyell Zimmerer,496,92104,1368.0,2011-02-03,2000-01-01,1368.0
33446,Gracie Strasburg,874,92113,1708.0,2011-02-03,2000-01-01,1708.0
33447,Consuela Gasca,444,92142,1137.0,2011-02-03,1985-10-01,1137.0
33448,Dahlia Pedrick,466,92196,1475.0,2011-02-03,2000-01-01,1475.0
33449,Lynnette Menzie,1500,92102,1437.0,2011-02-03,2000-01-01,1437.0
33450,Helaine Amendola,927,92166,986.0,2011-02-03,2000-01-01,986.0
33451,Tyson High,2349,92158,2182.0,2011-02-03,,2182.0
33452,Sharri Lipson,2093,92129,1175.0,2011-02-03,2000-01-01,1175.0
33453,Mellissa Ardon,1661,92176,1330.0,2011-02-03,2000-01-01,1330.0
33454,Nikki Wygant,1799,92166,1640.0,2011-02-03,1900-01-01,1640.0
33455,Cara Talty,292,92134,1186.0,2011-02-03,2000-01-01,1186.0
33456,Bryant Mackin,257,92104,1310.0,2011-02-03,,1310.0
33457,Kesha Cesar,1246,92159,1063.0,2011-02-03,2000-01-01,1063.0
33458,Renna Yeaton,1937,92174,1072.0,2011-02-03,,1072.0
33459,Ellen Collie,663,92127,1653.0,2011-02-03,1969-07-04,1653.0
33460,Gwyn Luft,895,92160,1678.0,2011-02-03,1985-01-03,1678.0
33461,Debera Strite,533,92182,1451.0,2011-02-03,2000-01-01,1451.0
33462,Minta Carroway,1707,92122,1702.0,2011-02-03,1900-01-01,1702.0
33463,Jene Aguiar,1087,92135,1051.0,2011-02-03,2000-01-01,1051.0
33464,Evonne Waltz,750,92123,1752.0,2011-02-03,1996-10-11,1752.0
33465,Rudolf Woodell,2006,92104,1482.0,2011-02-03,2000-01-01,1482.0
33466,Alyssa Mintz,76,92198,1726.0,2011-02-03,2000-01-01,1726.0
33467,Leoma Enz,1390,92184,1841.0,2011-02-03,2000-01-01,1841.0
33468,Beverlee Mischke,208,92195,1836.0,2011-02-03,2000-01-01,1836.0
33469,Fransisca Cuffie,801,92115,1109.0,2011-02-03,1990-07-04,1109.0
33470,Signe Birney,2141,92115,1228.0,2011-02-03,2000-01-01,-184.2
33471,Ashlea Pietz,155,92119,1925.0,2011-02-03,1980-09-07,1925.0
33472,Buford Blauvelt,265,92199,970.0,2011-02-03,1982-10-09,970.0
33473,Reinaldo Kuykendall,1929,92166,1733.0,2011-02-03,2000-01-01,1733.0
33474,Lesley Birnbaum,1406,92152,1342.0,2011-02-03,1985-06-11,1342.0
33475,Patricia Huckaby,1864,92171,1735.0,2011-02-03,,1735.0
33476,Jamila Decuir,1025,92110,1334.0,2011-02-03,2000-01-01,1334.0
33477,Muriel Aldana,1733,92158,1774.0,2011-02-03,2000-01-01,1774.0
33478,Sarah Hewes,2053,92165,1323.0,2011-02-03,2049-04-06,1323.0
33479,Krystyna Vansant,1288,92171,1861.0,2011-02-03,1969-03-26,1861.0
33480,Cameron Danziger,278,92132,1193.0,2011-02-03,2068-12-08,1193.0
33481,Mack Perrault,1507,92115,1599.0,2011-02-03,2000-01-01,1599.0
33482,Brande Buttner,238,92134,1443.0,2011-02-03,1983-07-10,1443.0
33483,Rufus Repka,2010,92147,1728.0,2011-02-03,2000-01-01,1728.0
33484,Brain Cassity,236,92101,1408.0,2011-02-03,,1408.0
33485,Alva Guadarrama,69,92119,1948.0,2011-02-03,1989-10-11,1948.0
33486,Angeles Bucholtz,91,92122,1353.0,2011-02-03,2000-01-01,1353.0
33487,Kristy Pitt,1282,92131,1865.0,2011-02-03,2000-01-01,1865.0
33488,Roxann Chatfield,1997,92153,1759.0,2011-02-03,2000-01-01,1759.0
33489,Rosario Heckman,1980,92137,1507.0,2011-02-03,2067-05-09,1507.0
33490,Michelina Granderson,1688,92115,1483.0,2011-02-03,2000-01-01,1483.0
33491,Daniela Spinella,484,92105,2315.0,2011-02-03,1980-11-03,2315.0
33492,Darcel Stagner,504,92190,1665.0,2011-02-03,2000-01-01,1665.0
33493,Toshiko Sacco,2310,92187,692.0,2011-02-03,2000-01-01,692.0
33494,Willard Dutremble,2425,92195,1168.0,2011-02-03,,1168.0
33495,Daniel Ratliff,486,92130,1581.0,2011-02-03,2000-01-01,1581.0
33496,Augustine Oliveros,162,92120,1505.0,2011-02-03,1993-05-11,1505.0
33497,Gianna Kelleher,842,92196,1481.0,2011-02-03,2000-01-01,1481.0
33498,Brigitte Prom,246,92164,1743.0,2011-02-03,2000-01-01,1743.0
33499,Melony Seavey,1664,92123,1481.0,2011-02-03,2000-01-01,1481.0
33500,Gaye Donohue,817,92124,1398.0,2011-02-03,2000-01-01,1398.0
33501,Leisa Corriveau,1377,92163,1497.0,2011-02-03,1982-11-11,1497.0
33502,Rossana Janecek,1994,92142,2053.0,2011-02-03,2000-01-01,2053.0
33503,Stepanie Gagnon,2177,92127,1607.0,2011-02-03,2000-01-01,1607.0
33504,Rudy Stirling,2008,92136,1362.0,2011-02-03,2005-04-02,1362.0
33505,Johnna Carpino,1136,92174,1409.0,2011-02-03,2000-01-01,1409.0
33506,Zaida Koepke,2467,92109,1436.0,2011-02-04,2065-01-08,1436.0
33507,Gene Greenhaw,828,92171,1440.0,2011-02-04,2000-01-01,1440.0
33508,Allyson Giberson,61,92104,1511.0,2011-02-04,2000-01-01,1511.0
33509,Damon Bainbridge,475,92123,1542.0,2011-02-04,1983-03-02,1542.0
33510,Trang Mazzariello,2317,92197,1970.0,2011-02-04,2000-01-01,-295.5
33511,Chantell Hanshaw,360,92142,1601.0,2011-02-04,1900-01-01,1601.0
33512,Krystyna Vansant,1288,92171,1861.0,2011-02-04,1969-03-26,1861.0
33513,Cayla Butters,342,92179,1801.0,2011-02-04,,1801.0
33514,Marcell Oliva,1550,92193,1107.0,2011-02-04,,1107.0
33515,Candace Yau,283,92111,1594.0,2011-02-04,,1594.0
33516,Rocio Lukens,1955,92171,1172.0,2011-02-04,2000-01-01,1172.0
33517,Jenee Lillie,1089,92153,2057.0,2011-02-04,2000-01-01,2057.0
33518,Lonna Meek,1444,92194,1770.0,2011-02-04,2000-01-01,1770.0
33519,Anamaria Elsea,87,92170,1723.0,2011-02-04,1983-04-08,1723.0
33520,Michelina Granderson,1688,92115,1483.0,2011-02-04,2000-01-01,1483.0
33521,Jani Folger,1044,92169,1573.0,2011-02-04,2000-01-01,1573.0
33522,Malik Alexandre,1541,92116,1508.0,2011-02-04,1984-11-02,1508.0
33523,Ngoc Milner,1781,92108,1755.0,2011-02-04,2059-08-02,2193.0
33524,Verena Rini,2364,92129,2011.0,2011-02-04,,2011.0
33525,Ivan Elbert,993,92198,1572.0,2011-02-04,2000-01-01,1572.0
33526,Chau Dunkle,373,92163,1884.0,2011-02-04,2000-01-01,1884.0
33527,Bobbie Glanton,224,92177,1462.0,2011-02-04,2000-01-01,1462.0
33528,Julian Boruff,1170,92162,1596.0,2011-02-04,2000-01-01,1596.0
33529,Myrle Mcgranahan,1738,92142,1611.0,2011-02-04,2000-01-01,1611.0
33530,Keeley Bumgardner,1228,92133,1235.0,2011-02-04,2000-01-01,1235.0
33531,Delois Dyer,545,92164,1371.0,2011-02-04,2000-01-01,
33532,Agustina Spargo,21,92111,2289.0,2011-02-04,2000-01-01,2289.0
33533,Collene Larocco,442,92137,1871.0,2011-02-04,,1871.0
33534,Dwight Ohara,618,92114,1248.0,2011-02-04,2000-01-01,1248.0
33535,Pete Folmar,1883,92131,1739.0,2011-02-04,2000-01-01,1739.0
33536,Chara Starkes,365,92111,1781.0,2011-02-04,,1781.0
33537,Felecia Rains,759,92195,1655.0,2011-02-04,,1655.0
33538,Patty Perlman,1866,92114,1696.0,2011-02-04,1970-01-09,1696.0
33539,Viva Grainger,2393,92190,1801.0,2011-02-04,1978-09-03,1801.0
33540,Lore Baird,1447,92167,1220.0,2011-02-04,1900-01-01,1220.0
33541,Chana Santamaria,356,92167,1192.0,2011-02-04,2047-07-04,1192.0
33542,Valery Ensminger,2354,92166,1817.0,2011-02-04,2000-01-01,1817.0
33543,Nam Armendariz,1749,92196,1435.0,2011-02-04,2000-01-01,1435.0
33544,Evalyn Ipock,744,92193,1455.0,2011-02-04,2000-01-01,1455.0
33545,Eleonore Tatman,653,92132,1671.0,2011-02-04,2000-01-01,-250.65
33546,Chantal Gaut,357,92139,1831.0,2011-02-04,2000-01-01,1831.0
33547,Terrell Vanduzer,2247,92108,1480.0,2011-02-04,2000-01-01,1480.0
33548,Lala Vaca,1311,92150,1672.0,2011-02-04,1995-04-02,1672.0
